"Species","Season","Site","Start","End","City","Long","Lat","Crs","Y","J"
"coyote","JU19","G-FP1","2019-06-17",2019-08-14,"tawa",-122.480013118232,47.2466037631008,4326,0,0
"coyote","JU19","G-IP","2019-06-17",2019-08-14,"tawa",-122.463049827804,47.2356599439212,4326,0,0
"coyote","JU19","G-JP","2019-06-17",2019-08-14,"tawa",-122.489794259555,47.2573558217333,4326,1,36
"coyote","JU19","G-KP","2019-06-17",2019-08-14,"tawa",-122.508393980677,47.2698548821991,4326,0,0
"coyote","JU19","G-OTP","2019-06-17",2019-08-14,"tawa",-122.476824565275,47.1879193596062,4326,1,36
"coyote","JU19","G-SB","2019-06-17",2019-08-14,"tawa",-122.529969542135,47.2982001952092,4326,4,36
"coyote","JU19","G-SERA","2019-06-17",2019-08-14,"tawa",-122.491189899615,47.2027910603601,4326,2,36
"coyote","JU19","G-SP","2019-06-17",2019-08-14,"tawa",-122.480819906749,47.2108521554902,4326,0,36
"coyote","JU19","G-TNC2","2019-06-17",2019-08-14,"tawa",-122.490301067479,47.2403511038645,4326,2,35
"coyote","JU19","G-VP","2019-06-17",2019-08-14,"tawa",-122.520016335746,47.279892326229,4326,3,36
"coyote","JU19","G-WLP2","2019-06-17",2019-08-14,"tawa",-122.471540113453,47.1776503080618,4326,0,36
"coyote","JU19","G-WP2","2019-06-17",2019-08-14,"tawa",-122.458469575719,47.1983578022381,4326,0,0
"coyote","JU19","P-BLP","2019-06-17",2019-08-14,"tawa",-122.282836205714,47.161673337059,4326,0,36
"coyote","JU19","P-CCP","2019-06-17",2019-08-14,"tawa",-122.320224918035,47.1814281350287,4326,4,36
"coyote","JU19","P-CUP","2019-06-17",2019-08-14,"tawa",-122.471320310759,47.2729292507134,4326,1,37
"coyote","JU19","P-DPV","2019-06-17",2019-08-14,"tawa",-122.544394055872,47.3174248277982,4326,2,36
"coyote","JU19","P-GP","2019-06-17",2019-08-14,"tawa",-122.457456062416,47.2698949883182,4326,4,37
"coyote","JU19","P-GW3","2019-06-17",2019-08-14,"tawa",-122.412259848526,47.2493987164878,4326,0,0
"coyote","JU19","P-JCP","2019-06-17",2019-08-14,"tawa",-122.504887632145,47.2857668677439,4326,0,0
"coyote","JU19","P-LCC","2019-06-17",2019-08-14,"tawa",-122.394354094216,47.2329553425985,4326,0,0
"coyote","JU19","P-MCP","2019-06-17",2019-08-14,"tawa",-122.443874518769,47.2539027425867,4326,0,37
"coyote","JU19","P-MKP2","2019-06-17",2019-08-14,"tawa",-122.424716397854,47.2350914623821,4326,0,20
"coyote","JU19","P-OB","2019-06-17",2019-08-14,"tawa",-122.530458153258,47.3132293679962,4326,0,36
"coyote","JU19","P-OLT","2019-06-17",2019-08-14,"tawa",-122.272744540545,46.9126141406049,4326,1,36
"coyote","JU19","P-OV2","2019-06-17",2019-08-14,"tawa",-122.343276904559,46.8700973741126,4326,4,23
"coyote","JU19","P-PCNA1","2019-06-17",2019-08-14,"tawa",-122.485327226915,47.2764123916537,4326,0,37
"coyote","JU19","P-PDP","2019-06-17",2019-08-14,"tawa",-122.518350651012,47.3060704676324,4326,0,36
"coyote","JU19","P-RP","2019-06-17",2019-08-14,"tawa",-122.512253945041,47.2972263357986,4326,5,36
"coyote","JU19","P-RT","2019-06-17",2019-08-14,"tawa",-122.310054512699,47.2034136833666,4326,0,17
"coyote","JU19","P-RWSR","2019-06-17",2019-08-14,"tawa",-122.26845696959,46.9256352856034,4326,4,36
"coyote","JU19","P-SCP1","2019-06-17",2019-08-14,"tawa",-122.396660225466,47.2219714107237,4326,1,42
"coyote","JU19","P-STP","2019-06-17",2019-08-14,"tawa",-122.491733570552,47.2853493495545,4326,3,37
"coyote","JU19","P-TE1","2019-06-17",2019-08-14,"tawa",-122.280298490358,46.9222007548784,4326,0,0
"coyote","JU19","P-TE2","2019-06-17",2019-08-14,"tawa",-122.505387194167,4.70140057688271,4326,3,36
"coyote","JU19","P-UCC","2019-06-17",2019-08-14,"tawa",-122.381824379407,47.2277593170987,4326,1,29
"coyote","JU19","P-UWT","2019-06-17",2019-08-14,"tawa",-122.440170358001,47.2428796550409,4326,0,37
"coyote","JU19","P-WBC","2019-06-17",2019-08-14,"tawa",-122.301562806448,47.1703376660339,4326,1,36
"coyote","JU19","P-WP","2019-06-17",2019-08-14,"tawa",-122.449631900985,47.2620290900535,4326,0,0
"coyote","JU19","P-WWP","2019-06-17",2019-08-14,"tawa",-122.276655880266,47.1727926849629,4326,0,36
"coyote","OC19","B-TP","2019-09-17",2019-11-14,"tawa",-122.552339599822,47.2525106494601,4326,0,35
"coyote","OC19","G-CBP1","2019-09-17",2019-11-14,"tawa",-122.42682659565,47.1883190230464,4326,0,36
"coyote","OC19","G-CLP2","2019-09-17",2019-11-14,"tawa",-122.51049480599,47.2456042350657,4326,2,36
"coyote","OC19","G-FP1","2019-09-17",2019-11-14,"tawa",-122.480013118232,47.2466037631008,4326,0,0
"coyote","OC19","G-IP","2019-09-17",2019-11-14,"tawa",-122.463049827804,47.2356599439212,4326,0,36
"coyote","OC19","G-JP","2019-09-17",2019-11-14,"tawa",-122.489794259555,47.2573558217333,4326,0,15
"coyote","OC19","G-KP","2019-09-17",2019-11-14,"tawa",-122.508393980677,47.2698548821991,4326,0,0
"coyote","OC19","G-OTP","2019-09-17",2019-11-14,"tawa",-122.476824565275,47.1879193596062,4326,0,36
"coyote","OC19","G-SB","2019-09-17",2019-11-14,"tawa",-122.529969542135,47.2982001952092,4326,1,35
"coyote","OC19","G-SERA","2019-09-17",2019-11-14,"tawa",-122.491189899615,47.2027910603601,4326,2,35
"coyote","OC19","G-SP","2019-09-17",2019-11-14,"tawa",-122.480819906749,47.2108521554902,4326,0,0
"coyote","OC19","G-TNC2","2019-09-17",2019-11-14,"tawa",-122.490301067479,47.2403511038645,4326,0,36
"coyote","OC19","G-VP","2019-09-17",2019-11-14,"tawa",-122.520016335746,47.279892326229,4326,1,17
"coyote","OC19","G-WLP2","2019-09-17",2019-11-14,"tawa",-122.471540113453,47.1776503080618,4326,0,36
"coyote","OC19","G-WP2","2019-09-17",2019-11-14,"tawa",-122.458469575719,47.1983578022381,4326,3,36
"coyote","OC19","P-BLP","2019-09-17",2019-11-14,"tawa",-122.282836205714,47.161673337059,4326,0,17
"coyote","OC19","P-CCP","2019-09-17",2019-11-14,"tawa",-122.320224918035,47.1814281350287,4326,4,22
"coyote","OC19","P-CUP","2019-09-17",2019-11-14,"tawa",-122.471320310759,47.2729292507134,4326,2,36
"coyote","OC19","P-DPV","2019-09-17",2019-11-14,"tawa",-122.544394055872,47.3174248277982,4326,0,35
"coyote","OC19","P-GP","2019-09-17",2019-11-14,"tawa",-122.457456062416,47.2698949883182,4326,0,35
"coyote","OC19","P-GW3","2019-09-17",2019-11-14,"tawa",-122.412259848526,47.2493987164878,4326,17,47
"coyote","OC19","P-JCP","2019-09-17",2019-11-14,"tawa",-122.504887632145,47.2857668677439,4326,0,0
"coyote","OC19","P-LCC","2019-09-17",2019-11-14,"tawa",-122.394354094216,47.2329553425985,4326,0,0
"coyote","OC19","P-MCP","2019-09-17",2019-11-14,"tawa",-122.443874518769,47.2539027425867,4326,0,46
"coyote","OC19","P-MKP2","2019-09-17",2019-11-14,"tawa",-122.424716397854,47.2350914623821,4326,2,47
"coyote","OC19","P-OB","2019-09-17",2019-11-14,"tawa",-122.530458153258,47.3132293679962,4326,1,36
"coyote","OC19","P-OLT","2019-09-17",2019-11-14,"tawa",-122.272744540545,46.9126141406049,4326,4,38
"coyote","OC19","P-OV2","2019-09-17",2019-11-14,"tawa",-122.343276904559,46.8700973741126,4326,0,17
"coyote","OC19","P-PCNA1","2019-09-17",2019-11-14,"tawa",-122.485327226915,47.2764123916537,4326,3,36
"coyote","OC19","P-PDP","2019-09-17",2019-11-14,"tawa",-122.518350651012,47.3060704676324,4326,0,36
"coyote","OC19","P-RP","2019-09-17",2019-11-14,"tawa",-122.512253945041,47.2972263357986,4326,3,36
"coyote","OC19","P-RT","2019-09-17",2019-11-14,"tawa",-122.310054512699,47.2034136833666,4326,1,38
"coyote","OC19","P-RWSR","2019-09-17",2019-11-14,"tawa",-122.26845696959,46.9256352856034,4326,6,38
"coyote","OC19","P-SCP1","2019-09-17",2019-11-14,"tawa",-122.396660225466,47.2219714107237,4326,3,47
"coyote","OC19","P-STP","2019-09-17",2019-11-14,"tawa",-122.491733570552,47.2853493495545,4326,3,36
"coyote","OC19","P-TE1","2019-09-17",2019-11-14,"tawa",-122.280298490358,46.9222007548784,4326,1,38
"coyote","OC19","P-TE2","2019-09-17",2019-11-14,"tawa",-122.505387194167,4.70140057688271,4326,0,0
"coyote","OC19","P-UCC","2019-09-17",2019-11-14,"tawa",-122.381824379407,47.2277593170987,4326,0,0
"coyote","OC19","P-UWT","2019-09-17",2019-11-14,"tawa",-122.440170358001,47.2428796550409,4326,0,47
"coyote","OC19","P-WBC","2019-09-17",2019-11-14,"tawa",-122.301562806448,47.1703376660339,4326,0,38
"coyote","OC19","P-WP","2019-09-17",2019-11-14,"tawa",-122.449631900985,47.2620290900535,4326,0,0
"coyote","OC19","P-WWP","2019-09-17",2019-11-14,"tawa",-122.276655880266,47.1727926849629,4326,1,38
"coyote","JA20","B-TP","2019-12-18",2020-02-14,"tawa",-122.552339599822,47.2525106494601,4326,0,0
"coyote","JA20","G-CBP1","2019-12-18",2020-02-14,"tawa",-122.42682659565,47.1883190230464,4326,0,0
"coyote","JA20","G-CLP2","2019-12-18",2020-02-14,"tawa",-122.51049480599,47.2456042350657,4326,0,38
"coyote","JA20","G-FP1","2019-12-18",2020-02-14,"tawa",-122.480013118232,47.2466037631008,4326,0,0
"coyote","JA20","G-IP","2019-12-18",2020-02-14,"tawa",-122.463049827804,47.2356599439212,4326,1,37
"coyote","JA20","G-JP","2019-12-18",2020-02-14,"tawa",-122.489794259555,47.2573558217333,4326,0,37
"coyote","JA20","G-KP","2019-12-18",2020-02-14,"tawa",-122.508393980677,47.2698548821991,4326,0,0
"coyote","JA20","G-OTP","2019-12-18",2020-02-14,"tawa",-122.476824565275,47.1879193596062,4326,0,0
"coyote","JA20","G-SB","2019-12-18",2020-02-14,"tawa",-122.529969542135,47.2982001952092,4326,0,37
"coyote","JA20","G-SERA","2019-12-18",2020-02-14,"tawa",-122.491189899615,47.2027910603601,4326,4,37
"coyote","JA20","G-SP","2019-12-18",2020-02-14,"tawa",-122.480819906749,47.2108521554902,4326,0,0
"coyote","JA20","G-TNC2","2019-12-18",2020-02-14,"tawa",-122.490301067479,47.2403511038645,4326,5,37
"coyote","JA20","G-VP","2019-12-18",2020-02-14,"tawa",-122.520016335746,47.279892326229,4326,2,37
"coyote","JA20","G-WLP2","2019-12-18",2020-02-14,"tawa",-122.471540113453,47.1776503080618,4326,0,0
"coyote","JA20","G-WP2","2019-12-18",2020-02-14,"tawa",-122.458469575719,47.1983578022381,4326,0,0
"coyote","JA20","P-BLP","2019-12-18",2020-02-14,"tawa",-122.282836205714,47.161673337059,4326,0,36
"coyote","JA20","P-CCP","2019-12-18",2020-02-14,"tawa",-122.320224918035,47.1814281350287,4326,6,36
"coyote","JA20","P-CUP","2019-12-18",2020-02-14,"tawa",-122.471320310759,47.2729292507134,4326,13,38
"coyote","JA20","P-DPV","2019-12-18",2020-02-14,"tawa",-122.544394055872,47.3174248277982,4326,0,37
"coyote","JA20","P-GP","2019-12-18",2020-02-14,"tawa",-122.457456062416,47.2698949883182,4326,1,37
"coyote","JA20","P-GW3","2019-12-18",2020-02-14,"tawa",-122.412259848526,47.2493987164878,4326,2,37
"coyote","JA20","P-JCP","2019-12-18",2020-02-14,"tawa",-122.504887632145,47.2857668677439,4326,0,0
"coyote","JA20","P-LCC","2019-12-18",2020-02-14,"tawa",-122.394354094216,47.2329553425985,4326,0,0
"coyote","JA20","P-MCP","2019-12-18",2020-02-14,"tawa",-122.443874518769,47.2539027425867,4326,0,37
"coyote","JA20","P-MKP2","2019-12-18",2020-02-14,"tawa",-122.424716397854,47.2350914623821,4326,4,38
"coyote","JA20","P-OB","2019-12-18",2020-02-14,"tawa",-122.530458153258,47.3132293679962,4326,1,37
"coyote","JA20","P-OLT","2019-12-18",2020-02-14,"tawa",-122.272744540545,46.9126141406049,4326,3,36
"coyote","JA20","P-OV2","2019-12-18",2020-02-14,"tawa",-122.343276904559,46.8700973741126,4326,0,36
"coyote","JA20","P-PCNA1","2019-12-18",2020-02-14,"tawa",-122.485327226915,47.2764123916537,4326,1,37
"coyote","JA20","P-PDP","2019-12-18",2020-02-14,"tawa",-122.518350651012,47.3060704676324,4326,0,37
"coyote","JA20","P-RP","2019-12-18",2020-02-14,"tawa",-122.512253945041,47.2972263357986,4326,11,35
"coyote","JA20","P-RT","2019-12-18",2020-02-14,"tawa",-122.310054512699,47.2034136833666,4326,0,0
"coyote","JA20","P-RWSR","2019-12-18",2020-02-14,"tawa",-122.26845696959,46.9256352856034,4326,9,36
"coyote","JA20","P-SCP1","2019-12-18",2020-02-14,"tawa",-122.396660225466,47.2219714107237,4326,6,37
"coyote","JA20","P-STP","2019-12-18",2020-02-14,"tawa",-122.491733570552,47.2853493495545,4326,0,37
"coyote","JA20","P-TE1","2019-12-18",2020-02-14,"tawa",-122.280298490358,46.9222007548784,4326,0,0
"coyote","JA20","P-TE2","2019-12-18",2020-02-14,"tawa",-122.505387194167,4.70140057688271,4326,1,36
"coyote","JA20","P-UCC","2019-12-18",2020-02-14,"tawa",-122.381824379407,47.2277593170987,4326,0,0
"coyote","JA20","P-UWT","2019-12-18",2020-02-14,"tawa",-122.440170358001,47.2428796550409,4326,0,37
"coyote","JA20","P-WBC","2019-12-18",2020-02-14,"tawa",-122.301562806448,47.1703376660339,4326,3,36
"coyote","JA20","P-WP","2019-12-18",2020-02-14,"tawa",-122.449631900985,47.2620290900535,4326,0,0
"coyote","JA20","P-WWP","2019-12-18",2020-02-14,"tawa",-122.276655880266,47.1727926849629,4326,0,10
"coyote","AP20","B-TP","2020-03-18",2020-05-14,"tawa",-122.552339599822,47.2525106494601,4326,0,0
"coyote","AP20","G-CBP1","2020-03-18",2020-05-14,"tawa",-122.42682659565,47.1883190230464,4326,0,42
"coyote","AP20","G-CLP2","2020-03-18",2020-05-14,"tawa",-122.51049480599,47.2456042350657,4326,2,46
"coyote","AP20","G-FP1","2020-03-18",2020-05-14,"tawa",-122.480013118232,47.2466037631008,4326,0,40
"coyote","AP20","G-IP","2020-03-18",2020-05-14,"tawa",-122.463049827804,47.2356599439212,4326,0,40
"coyote","AP20","G-JP","2020-03-18",2020-05-14,"tawa",-122.489794259555,47.2573558217333,4326,0,0
"coyote","AP20","G-KP","2020-03-18",2020-05-14,"tawa",-122.508393980677,47.2698548821991,4326,1,45
"coyote","AP20","G-OTP","2020-03-18",2020-05-14,"tawa",-122.476824565275,47.1879193596062,4326,0,0
"coyote","AP20","G-SB","2020-03-18",2020-05-14,"tawa",-122.529969542135,47.2982001952092,4326,0,51
"coyote","AP20","G-SERA","2020-03-18",2020-05-14,"tawa",-122.491189899615,47.2027910603601,4326,4,50
"coyote","AP20","G-SP","2020-03-18",2020-05-14,"tawa",-122.480819906749,47.2108521554902,4326,0,0
"coyote","AP20","G-TNC2","2020-03-18",2020-05-14,"tawa",-122.490301067479,47.2403511038645,4326,7,46
"coyote","AP20","G-VP","2020-03-18",2020-05-14,"tawa",-122.520016335746,47.279892326229,4326,4,45
"coyote","AP20","G-WLP2","2020-03-18",2020-05-14,"tawa",-122.471540113453,47.1776503080618,4326,0,23
"coyote","AP20","G-WP2","2020-03-18",2020-05-14,"tawa",-122.458469575719,47.1983578022381,4326,0,50
"coyote","AP20","P-BLP","2020-03-18",2020-05-14,"tawa",-122.282836205714,47.161673337059,4326,0,26
"coyote","AP20","P-CCP","2020-03-18",2020-05-14,"tawa",-122.320224918035,47.1814281350287,4326,2,27
"coyote","AP20","P-CUP","2020-03-18",2020-05-14,"tawa",-122.471320310759,47.2729292507134,4326,3,44
"coyote","AP20","P-DPV","2020-03-18",2020-05-14,"tawa",-122.544394055872,47.3174248277982,4326,0,51
"coyote","AP20","P-GP","2020-03-18",2020-05-14,"tawa",-122.457456062416,47.2698949883182,4326,1,46
"coyote","AP20","P-GW3","2020-03-18",2020-05-14,"tawa",-122.412259848526,47.2493987164878,4326,9,44
"coyote","AP20","P-JCP","2020-03-18",2020-05-14,"tawa",-122.504887632145,47.2857668677439,4326,0,0
"coyote","AP20","P-LCC","2020-03-18",2020-05-14,"tawa",-122.394354094216,47.2329553425985,4326,0,0
"coyote","AP20","P-MCP","2020-03-18",2020-05-14,"tawa",-122.443874518769,47.2539027425867,4326,0,44
"coyote","AP20","P-MKP2","2020-03-18",2020-05-14,"tawa",-122.424716397854,47.2350914623821,4326,0,21
"coyote","AP20","P-OB","2020-03-18",2020-05-14,"tawa",-122.530458153258,47.3132293679962,4326,0,49
"coyote","AP20","P-OLT","2020-03-18",2020-05-14,"tawa",-122.272744540545,46.9126141406049,4326,10,51
"coyote","AP20","P-OV2","2020-03-18",2020-05-14,"tawa",-122.343276904559,46.8700973741126,4326,0,0
"coyote","AP20","P-PCNA1","2020-03-18",2020-05-14,"tawa",-122.485327226915,47.2764123916537,4326,0,0
"coyote","AP20","P-PDP","2020-03-18",2020-05-14,"tawa",-122.518350651012,47.3060704676324,4326,0,49
"coyote","AP20","P-RP","2020-03-18",2020-05-14,"tawa",-122.512253945041,47.2972263357986,4326,7,51
"coyote","AP20","P-RT","2020-03-18",2020-05-14,"tawa",-122.310054512699,47.2034136833666,4326,0,0
"coyote","AP20","P-RWSR","2020-03-18",2020-05-14,"tawa",-122.26845696959,46.9256352856034,4326,33,47
"coyote","AP20","P-SCP1","2020-03-18",2020-05-14,"tawa",-122.396660225466,47.2219714107237,4326,0,27
"coyote","AP20","P-STP","2020-03-18",2020-05-14,"tawa",-122.491733570552,47.2853493495545,4326,0,0
"coyote","AP20","P-TE1","2020-03-18",2020-05-14,"tawa",-122.280298490358,46.9222007548784,4326,0,0
"coyote","AP20","P-TE2","2020-03-18",2020-05-14,"tawa",-122.505387194167,4.70140057688271,4326,1,50
"coyote","AP20","P-UCC","2020-03-18",2020-05-14,"tawa",-122.381824379407,47.2277593170987,4326,0,0
"coyote","AP20","P-UWT","2020-03-18",2020-05-14,"tawa",-122.440170358001,47.2428796550409,4326,0,49
"coyote","AP20","P-WBC","2020-03-18",2020-05-14,"tawa",-122.301562806448,47.1703376660339,4326,7,27
"coyote","AP20","P-WP","2020-03-18",2020-05-14,"tawa",-122.449631900985,47.2620290900535,4326,0,0
"coyote","AP20","P-WWP","2020-03-18",2020-05-14,"tawa",-122.276655880266,47.1727926849629,4326,0,19
"coyote","JU20","B-TP","2020-06-17",2020-08-14,"tawa",-122.552339599822,47.2525106494601,4326,0,0
"coyote","JU20","G-CBP1","2020-06-17",2020-08-14,"tawa",-122.42682659565,47.1883190230464,4326,0,36
"coyote","JU20","G-CLP2","2020-06-17",2020-08-14,"tawa",-122.51049480599,47.2456042350657,4326,1,44
"coyote","JU20","G-FP1","2020-06-17",2020-08-14,"tawa",-122.480013118232,47.2466037631008,4326,0,0
"coyote","JU20","G-IP","2020-06-17",2020-08-14,"tawa",-122.463049827804,47.2356599439212,4326,0,0
"coyote","JU20","G-JP","2020-06-17",2020-08-14,"tawa",-122.489794259555,47.2573558217333,4326,0,30
"coyote","JU20","G-KP","2020-06-17",2020-08-14,"tawa",-122.508393980677,47.2698548821991,4326,0,0
"coyote","JU20","G-OTP","2020-06-17",2020-08-14,"tawa",-122.476824565275,47.1879193596062,4326,0,0
"coyote","JU20","G-SB","2020-06-17",2020-08-14,"tawa",-122.529969542135,47.2982001952092,4326,0,44
"coyote","JU20","G-SERA","2020-06-17",2020-08-14,"tawa",-122.491189899615,47.2027910603601,4326,0,0
"coyote","JU20","G-SP","2020-06-17",2020-08-14,"tawa",-122.480819906749,47.2108521554902,4326,0,0
"coyote","JU20","G-TNC2","2020-06-17",2020-08-14,"tawa",-122.490301067479,47.2403511038645,4326,1,28
"coyote","JU20","G-VP","2020-06-17",2020-08-14,"tawa",-122.520016335746,47.279892326229,4326,2,28
"coyote","JU20","G-WLP2","2020-06-17",2020-08-14,"tawa",-122.471540113453,47.1776503080618,4326,0,0
"coyote","JU20","G-WP2","2020-06-17",2020-08-14,"tawa",-122.458469575719,47.1983578022381,4326,2,31
"coyote","JU20","P-BLP","2020-06-17",2020-08-14,"tawa",-122.282836205714,47.161673337059,4326,0,0
"coyote","JU20","P-CCP","2020-06-17",2020-08-14,"tawa",-122.320224918035,47.1814281350287,4326,7,46
"coyote","JU20","P-CUP","2020-06-17",2020-08-14,"tawa",-122.471320310759,47.2729292507134,4326,1,41
"coyote","JU20","P-DPV","2020-06-17",2020-08-14,"tawa",-122.544394055872,47.3174248277982,4326,0,31
"coyote","JU20","P-GP","2020-06-17",2020-08-14,"tawa",-122.457456062416,47.2698949883182,4326,1,29
"coyote","JU20","P-GW3","2020-06-17",2020-08-14,"tawa",-122.412259848526,47.2493987164878,4326,0,0
"coyote","JU20","P-JCP","2020-06-17",2020-08-14,"tawa",-122.504887632145,47.2857668677439,4326,0,0
"coyote","JU20","P-LCC","2020-06-17",2020-08-14,"tawa",-122.394354094216,47.2329553425985,4326,0,0
"coyote","JU20","P-MCP","2020-06-17",2020-08-14,"tawa",-122.443874518769,47.2539027425867,4326,0,0
"coyote","JU20","P-MKP2","2020-06-17",2020-08-14,"tawa",-122.424716397854,47.2350914623821,4326,0,29
"coyote","JU20","P-OB","2020-06-17",2020-08-14,"tawa",-122.530458153258,47.3132293679962,4326,0,31
"coyote","JU20","P-OLT","2020-06-17",2020-08-14,"tawa",-122.272744540545,46.9126141406049,4326,9,44
"coyote","JU20","P-OV2","2020-06-17",2020-08-14,"tawa",-122.343276904559,46.8700973741126,4326,0,0
"coyote","JU20","P-PCNA1","2020-06-17",2020-08-14,"tawa",-122.485327226915,47.2764123916537,4326,0,48
"coyote","JU20","P-PDP","2020-06-17",2020-08-14,"tawa",-122.518350651012,47.3060704676324,4326,0,30
"coyote","JU20","P-RP","2020-06-17",2020-08-14,"tawa",-122.512253945041,47.2972263357986,4326,0,50
"coyote","JU20","P-RT","2020-06-17",2020-08-14,"tawa",-122.310054512699,47.2034136833666,4326,0,0
"coyote","JU20","P-RWSR","2020-06-17",2020-08-14,"tawa",-122.26845696959,46.9256352856034,4326,9,42
"coyote","JU20","P-SCP1","2020-06-17",2020-08-14,"tawa",-122.396660225466,47.2219714107237,4326,2,36
"coyote","JU20","P-STP","2020-06-17",2020-08-14,"tawa",-122.491733570552,47.2853493495545,4326,0,0
"coyote","JU20","P-TE1","2020-06-17",2020-08-14,"tawa",-122.280298490358,46.9222007548784,4326,0,0
"coyote","JU20","P-TE2","2020-06-17",2020-08-14,"tawa",-122.505387194167,4.70140057688271,4326,0,0
"coyote","JU20","P-UCC","2020-06-17",2020-08-14,"tawa",-122.381824379407,47.2277593170987,4326,0,0
"coyote","JU20","P-UWT","2020-06-17",2020-08-14,"tawa",-122.440170358001,47.2428796550409,4326,0,29
"coyote","JU20","P-WBC","2020-06-17",2020-08-14,"tawa",-122.301562806448,47.1703376660339,4326,6,44
"coyote","JU20","P-WP","2020-06-17",2020-08-14,"tawa",-122.449631900985,47.2620290900535,4326,0,0
"coyote","JU20","P-WWP","2020-06-17",2020-08-14,"tawa",-122.276655880266,47.1727926849629,4326,0,0
"coyote","OC20","B-TP","2020-09-17",2020-11-14,"tawa",-122.552339599822,47.2525106494601,4326,0,0
"coyote","OC20","G-CBP1","2020-09-17",2020-11-14,"tawa",-122.42682659565,47.1883190230464,4326,0,0
"coyote","OC20","G-CLP2","2020-09-17",2020-11-14,"tawa",-122.51049480599,47.2456042350657,4326,1,39
"coyote","OC20","G-FP1","2020-09-17",2020-11-14,"tawa",-122.480013118232,47.2466037631008,4326,0,0
"coyote","OC20","G-IP","2020-09-17",2020-11-14,"tawa",-122.463049827804,47.2356599439212,4326,0,21
"coyote","OC20","G-JP","2020-09-17",2020-11-14,"tawa",-122.489794259555,47.2573558217333,4326,0,0
"coyote","OC20","G-KP","2020-09-17",2020-11-14,"tawa",-122.508393980677,47.2698548821991,4326,0,38
"coyote","OC20","G-OTP","2020-09-17",2020-11-14,"tawa",-122.476824565275,47.1879193596062,4326,0,0
"coyote","OC20","G-SB","2020-09-17",2020-11-14,"tawa",-122.529969542135,47.2982001952092,4326,1,38
"coyote","OC20","G-SERA","2020-09-17",2020-11-14,"tawa",-122.491189899615,47.2027910603601,4326,0,0
"coyote","OC20","G-SP","2020-09-17",2020-11-14,"tawa",-122.480819906749,47.2108521554902,4326,0,0
"coyote","OC20","G-TNC2","2020-09-17",2020-11-14,"tawa",-122.490301067479,47.2403511038645,4326,3,39
"coyote","OC20","G-VP","2020-09-17",2020-11-14,"tawa",-122.520016335746,47.279892326229,4326,5,38
"coyote","OC20","G-WLP2","2020-09-17",2020-11-14,"tawa",-122.471540113453,47.1776503080618,4326,0,31
"coyote","OC20","G-WP2","2020-09-17",2020-11-14,"tawa",-122.458469575719,47.1983578022381,4326,0,0
"coyote","OC20","P-BLP","2020-09-17",2020-11-14,"tawa",-122.282836205714,47.161673337059,4326,0,0
"coyote","OC20","P-CCP","2020-09-17",2020-11-14,"tawa",-122.320224918035,47.1814281350287,4326,4,46
"coyote","OC20","P-CUP","2020-09-17",2020-11-14,"tawa",-122.471320310759,47.2729292507134,4326,7,37
"coyote","OC20","P-DPV","2020-09-17",2020-11-14,"tawa",-122.544394055872,47.3174248277982,4326,0,37
"coyote","OC20","P-GP","2020-09-17",2020-11-14,"tawa",-122.457456062416,47.2698949883182,4326,1,22
"coyote","OC20","P-GW3","2020-09-17",2020-11-14,"tawa",-122.412259848526,47.2493987164878,4326,0,0
"coyote","OC20","P-JCP","2020-09-17",2020-11-14,"tawa",-122.504887632145,47.2857668677439,4326,0,0
"coyote","OC20","P-LCC","2020-09-17",2020-11-14,"tawa",-122.394354094216,47.2329553425985,4326,0,0
"coyote","OC20","P-MCP","2020-09-17",2020-11-14,"tawa",-122.443874518769,47.2539027425867,4326,0,36
"coyote","OC20","P-MKP2","2020-09-17",2020-11-14,"tawa",-122.424716397854,47.2350914623821,4326,3,30
"coyote","OC20","P-OB","2020-09-17",2020-11-14,"tawa",-122.530458153258,47.3132293679962,4326,0,37
"coyote","OC20","P-OLT","2020-09-17",2020-11-14,"tawa",-122.272744540545,46.9126141406049,4326,9,36
"coyote","OC20","P-OV2","2020-09-17",2020-11-14,"tawa",-122.343276904559,46.8700973741126,4326,0,0
"coyote","OC20","P-PCNA1","2020-09-17",2020-11-14,"tawa",-122.485327226915,47.2764123916537,4326,0,36
"coyote","OC20","P-PDP","2020-09-17",2020-11-14,"tawa",-122.518350651012,47.3060704676324,4326,0,0
"coyote","OC20","P-RP","2020-09-17",2020-11-14,"tawa",-122.512253945041,47.2972263357986,4326,3,37
"coyote","OC20","P-RT","2020-09-17",2020-11-14,"tawa",-122.310054512699,47.2034136833666,4326,0,0
"coyote","OC20","P-RWSR","2020-09-17",2020-11-14,"tawa",-122.26845696959,46.9256352856034,4326,16,36
"coyote","OC20","P-SCP1","2020-09-17",2020-11-14,"tawa",-122.396660225466,47.2219714107237,4326,0,36
"coyote","OC20","P-STP","2020-09-17",2020-11-14,"tawa",-122.491733570552,47.2853493495545,4326,0,23
"coyote","OC20","P-TE1","2020-09-17",2020-11-14,"tawa",-122.280298490358,46.9222007548784,4326,0,0
"coyote","OC20","P-TE2","2020-09-17",2020-11-14,"tawa",-122.505387194167,4.70140057688271,4326,0,36
"coyote","OC20","P-UCC","2020-09-17",2020-11-14,"tawa",-122.381824379407,47.2277593170987,4326,0,0
